Id;Lead__c;Prospect_BMID__c;SAL_Handoff_Owner__c
a2s2H0000036em1QAA;00Q3400001g8w02EAA;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036elwQAA;00Q3400001hFRk5EAG;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036elrQAA;00Q3400001sH01BEAS;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ei0QAA;00Q34000024Mm64EAC;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036el8QAA;00Q2H00002Ge4f2UAB;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ekEQAQ;00Q80000018r8FqEAI;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ekDQAQ;00Q3400001seiwoEAA;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ekBQAQ;00Q3400001ZGFscEAH;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ek0QAA;00Q34000023tOJQEA2;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ejpQAA;00Q80000011E0OhEAK;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ejoQAA;00Q80000010hb2cEAA;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ejeQAA;00Q3400001swHLcEAM;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ejdQAA;00Q3400001g8mg1EAA;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ejQQAQ;00Q2H00002H2ZyCUAV;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ej9QAA;00Q3400001tQ5lUEAS;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036ej8QAA;00Q2H00002KLmj2UAD;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EkPQAU;00Q2H00002Mh1BKUAZ;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EkiQAE;00Q3400001fcJvnEAE;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EjgQAE;00Q34000023th0MEAQ;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EdHQAU;00Q3400001mUy62EAC;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EhFQAU;00Q3400001p29RhEAI;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036Eh0QAE;00Q34000026bIODEA2;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EgZQAU;00Q80000010CP3QEAW;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EfnQAE;00Q3400001q5hbcEAA;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EepQAE;00Q3400001g7I2EEAU;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EeVQAU;00Q3400001qSBQlEAO;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EeQQAU;00Q80000011eGoDEAU;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EeBQAU;00Q3400001qSLn9EAG;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EdmQAE;00Q2H00002GOv4jUAD;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EbjQAE;00Q3400001fYsl4EAC;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EdSQAU;00Q2H00002GhypUUAR;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EcjQAE;00Q3400002FNc3ZEAT;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036Eb5QAE;00Q3400001q5hatEAA;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036Ec0QAE;00Q2H00002GP0kCUAT;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EZlQAM;00Q2H00002HLZpAUAX;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EbDQAU;00Q2H00002FyCQVUA3;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EaqQAE;00Q80000018oDqdEAE;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EaOQAU;00Q80000017UWkDEAW;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EaJQAU;00Q3400001fYp3dEAC;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EZQQA2;00Q2H00002Fy3nOUAR;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036EZLQA2;00Q2H00002Grim6UAB;BLUECANTONCONTENTUCCCSMB;BLUECANTONCONTENTSMBUCCC
a2s2H0000036O8SQAU;00Q3400001zeIjjEAE;B2BIQCONTENTUCCCSMB;B2BIQCONTENTSMBUCCC
a2s2H0000036pjkQAA;00Q2H00002MhZg5UAF;B2BIQCONTENTSMBUCCC;B2BIQCONTENTSMBUCCC
a2s2H000003Bv7WQAS;00Q3400001t2oU9EAI;DEMANDDOGCONTENTPLUSSSMBUCCC;DEMANDDOGCONTENTPLUSSSMBUCCC
a2s2H0000036fM5QAI;00Q2H00002MhMzyUAF;DEMANDDOGCONTENTPLUSSSMBUCCC;DEMANDDOGCONTENTPLUSSSMBUCCC
a2s2H0000036fLvQAI;00Q2H00002Ge1pmUAB;DEMANDDOGCONTENTPLUSSSMBUCCC;DEMANDDOGCONTENTPLUSSSMBUCCC
a2s2H0000036fI5QAI;00Q2H00002GONeCUAX;DEMANDDOGCONTENTPLUSSSMBUCCC;DEMANDDOGCONTENTPLUSSSMBUCCC
a2s2H0000036fJWQAY;00Q3400002ECNJXEA5;DEMANDDOGCONTENTPLUSSSMBUCCC;DEMANDDOGCONTENTPLUSSSMBUCCC
a2s2H0000036fLlQAI;00Q80000018nvudEAA;DEMANDDOGCONTENTPLUSSSMBUCCC;DEMANDDOGCONTENTPLUSSSMBUCCC
a2s2H0000036fLbQAI;00Q2H00002KL74RUAT;DEMANDDOGCONTENTPLUSSSMBUCCC;DEMANDDOGCONTENTPLUSSSMBUCCC
a2s2H0000036fJMQAY;00Q2H00002Gt3TCUAZ;DEMANDDOGCONTENTPLUSSSMBUCCC;DEMANDDOGCONTENTPLUSSSMBUCCC
a2s2H000002OldqQAC;00Q2H00002KmqNeUAJ;PUREINCCENTER;PUREINCCCENTER
a2s2H000002OljMQAS;00Q2H00002KmqNSUAZ;PUREINCCENTER;PUREINCCCENTER
a2s2H000002OlfOQAS;00Q2H00002KmqOSUAZ;PUREINCCENTER;PUREINCCCENTER
a2s2H000002OlpyQAC;00Q2H00002KmqXUUAZ;PUREINCCENTER;PUREINCCCENTER
a2s2H000002OlpKQAS;00Q2H00002KmqX0UAJ;PUREINCCENTER;PUREINCCCENTER
